Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Wakaf Asset Online/Pilih Type Wakaf""), ""Bangunan"", false)",Edge Chromium 117,,,2023-10-02 13:23:42,2023-10-02 13:23:42,0.638s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Perkiraan Nilai Asset""), ""100000000"")",Edge Chromium 117,,,2023-10-02 13:23:42,2023-10-02 13:23:43,0.971s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Alamat Asset""), ""jalan Taruma Jawa Timur"")",Edge Chromium 117,,,2023-10-02 13:23:43,2023-10-02 13:23:44,0.700s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Keterangan Asset""), ""Masjid"")",Edge Chromium 117,,,2023-10-02 13:23:44,2023-10-02 13:23:45,0.677s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Nama Lengkap""), ""joko susanto"")",Edge Chromium 117,,,2023-10-02 13:23:45,2023-10-02 13:23:45,0.681s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input No Handphone""), ""085123456789"")",Edge Chromium 117,,,2023-10-02 13:23:45,2023-10-02 13:23:46,1.147s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Email""), ""jokogmail.com"")",Edge Chromium 117,,,2023-10-02 13:23:46,2023-10-02 13:23:47,0.695s,PASSED
"uploadFile(findTestObject(""Wakaf Asset Online/Input File Upload""), ""E:\minions.png"")",Edge Chromium 117,,,2023-10-02 13:23:47,2023-10-02 13:23:47,0.345s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input 2 Digit Terakhir""), ""89"")",Edge Chromium 117,,,2023-10-02 13:23:47,2023-10-02 13:23:48,0.664s,PASSED
"click(findTestObject(""Wakaf Asset Online/button Wakaf Sekarang""))",Edge Chromium 117,,,2023-10-02 13:23:48,2023-10-02 13:23:48,0.366s,PASSED
driver = getWebDriver(),Edge Chromium 117,,,2023-10-02 13:23:48,2023-10-02 13:23:48,0.001s,PASSED
"field_username_element = driver.findElement(By.xpath(""//input[@name=""alamat_email""]""))",Edge Chromium 117,,,2023-10-02 13:23:48,2023-10-02 13:23:49,0.309s,PASSED
"accept_button_message = driver.executeScript(""return arguments[0].validationMessage"", field_username_element)",Edge Chromium 117,,,2023-10-02 13:23:49,2023-10-02 13:23:49,0.025s,PASSED
println(accept_button_message),Edge Chromium 117,,,2023-10-02 13:23:49,2023-10-02 13:23:49,0.000s,PASSED
"assert accept_button_message == ""Please include an '@' in the email address. 'jokogmail.com' is missing an '@'.""",Edge Chromium 117,,,2023-10-02 13:23:49,2023-10-02 13:23:49,0.000s,PASSED
,,,,,,,
Test Cases/Wakaf Asset Online/TC-WAO-005,Edge Chromium 117,ketika User memasukkan Nomor telepon kurang dari 11 nomor,,2023-10-02 13:23:49,2023-10-02 13:24:08,18.996s,FAILED
"openBrowser(""https://10.9.2.63/ecommerce/"")",Edge Chromium 117,,,2023-10-02 13:23:49,2023-10-02 13:23:56,7.350s,PASSED
maximizeWindow(),Edge Chromium 117,,,2023-10-02 13:23:56,2023-10-02 13:23:57,0.154s,PASSED
"verifyElementPresent(findTestObject(""Search Product/Verify Page Tajalapak""), 0)",Edge Chromium 117,,,2023-10-02 13:23:57,2023-10-02 13:23:57,0.697s,PASSED
"click(findTestObject(""Wakaf Asset Online/Donasi""))",Edge Chromium 117,,,2023-10-02 13:23:57,2023-10-02 13:23:58,0.393s,PASSED
"click(findTestObject(""Wakaf Asset Online/Wakaf Asset Donasi""))",Edge Chromium 117,,,2023-10-02 13:23:58,2023-10-02 13:23:59,0.853s,PASSED
"verifyElementPresent(findTestObject(""Wakaf Asset Online/verify Wakaf Asset Online""), 0)",Edge Chromium 117,,,2023-10-02 13:23:59,2023-10-02 13:23:59,0.645s,PASSED
"selectOptionByValue(findTestObject(""Wakaf Asset Online/Pilih Type Wakaf""), ""Bangunan"", false)",Edge Chromium 117,,,2023-10-02 13:23:59,2023-10-02 13:24:00,0.652s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Perkiraan Nilai Asset""), ""100000000"")",Edge Chromium 117,,,2023-10-02 13:24:00,2023-10-02 13:24:01,0.999s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Alamat Asset""), ""Jalan taruma Jawa Timur"")",Edge Chromium 117,,,2023-10-02 13:24:01,2023-10-02 13:24:02,0.702s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Keterangan Asset""), ""Masjid"")",Edge Chromium 117,,,2023-10-02 13:24:02,2023-10-02 13:24:02,0.665s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Nama Lengkap""), ""joko susanto"")",Edge Chromium 117,,,2023-10-02 13:24:02,2023-10-02 13:24:03,0.687s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input No Handphone""), ""085123456"")",Edge Chromium 117,,,2023-10-02 13:24:03,2023-10-02 13:24:04,1.145s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Email""), ""joko@gmail.com"")",Edge Chromium 117,,,2023-10-02 13:24:04,2023-10-02 13:24:05,0.684s,PASSED
"uploadFile(findTestObject(""Wakaf Asset Online/Input File Upload""), ""E:\minions.png"")",Edge Chromium 117,,,2023-10-02 13:24:05,2023-10-02 13:24:05,0.358s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input 2 Digit Terakhir""), ""56"")",Edge Chromium 117,,,2023-10-02 13:24:05,2023-10-02 13:24:06,0.678s,PASSED
"click(findTestObject(""Wakaf Asset Online/button Wakaf Sekarang""))",Edge Chromium 117,,,2023-10-02 13:24:06,2023-10-02 13:24:07,1.079s,PASSED
"verifyElementText(findTestObject(""Wakaf Asset Online/Verify Wakaf Asset Diproses""), ""Error kurang dari 11 angka"")",Edge Chromium 117,,,2023-10-02 13:24:07,2023-10-02 13:24:08,0.976s,FAILED
,,,,,,,
Test Cases/Wakaf Asset Online/TC-WAO-006,Edge Chromium 117,ketika User memasukkan Nomor telepon lebih dari 13 nomor,,2023-10-02 13:24:08,2023-10-02 13:24:25,17.695s,FAILED
"openBrowser(""https://10.9.2.63/ecommerce/"")",Edge Chromium 117,,,2023-10-02 13:24:08,2023-10-02 13:24:14,6.285s,PASSED
maximizeWindow(),Edge Chromium 117,,,2023-10-02 13:24:14,2023-10-02 13:24:14,0.139s,PASSED
"verifyElementPresent(findTestObject(""Login/Button Login""), 0)",Edge Chromium 117,,,2023-10-02 13:24:14,2023-10-02 13:24:15,0.730s,PASSED
"click(findTestObject(""Wakaf Asset Online/Donasi""))",Edge Chromium 117,,,2023-10-02 13:24:15,2023-10-02 13:24:16,0.408s,PASSED
"click(findTestObject(""Wakaf Asset Online/Wakaf Asset Donasi""))",Edge Chromium 117,,,2023-10-02 13:24:16,2023-10-02 13:24:16,0.866s,PASSED
"verifyElementPresent(findTestObject(""Wakaf Asset Online/verify Wakaf Asset Online""), 0)",Edge Chromium 117,,,2023-10-02 13:24:16,2023-10-02 13:24:17,0.771s,PASSED
"selectOptionByValue(findTestObject(""Wakaf Asset Online/Pilih Type Wakaf""), ""Bangunan"", false)",Edge Chromium 117,,,2023-10-02 13:24:17,2023-10-02 13:24:18,0.676s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Perkiraan Nilai Asset""), ""100000000"")",Edge Chromium 117,,,2023-10-02 13:24:18,2023-10-02 13:24:19,0.916s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Alamat Asset""), ""Jalan Taruma Jawa Timur"")",Edge Chromium 117,,,2023-10-02 13:24:19,2023-10-02 13:24:20,0.722s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Keterangan Asset""), ""Masjid"")",Edge Chromium 117,,,2023-10-02 13:24:20,2023-10-02 13:24:20,0.675s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Nama Lengkap""), ""joko susanto"")",Edge Chromium 117,,,2023-10-02 13:24:20,2023-10-02 13:24:21,0.694s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input No Handphone""), ""085123456789011"")",Edge Chromium 117,,,2023-10-02 13:24:21,2023-10-02 13:24:22,1.003s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Email""), ""joko@gmail.com"")",Edge Chromium 117,,,2023-10-02 13:24:22,2023-10-02 13:24:23,0.663s,PASSED
"uploadFile(findTestObject(""Wakaf Asset Online/Input File Upload""), ""E:\minions.png"")",Edge Chromium 117,,,2023-10-02 13:24:23,2023-10-02 13:24:23,0.331s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input 2 Digit Terakhir""), ""11"")",Edge Chromium 117,,,2023-10-02 13:24:23,2023-10-02 13:24:24,0.662s,PASSED
"click(findTestObject(""Wakaf Asset Online/button Wakaf Sekarang""))",Edge Chromium 117,,,2023-10-02 13:24:24,2023-10-02 13:24:25,1.036s,PASSED
"verifyElementText(findTestObject(""Wakaf Asset Online/Verify Wakaf Asset Diproses""), ""Nomor Telepon lebih dari 13 angka"")",Edge Chromium 117,,,2023-10-02 13:24:25,2023-10-02 13:24:25,0.882s,FAILED
,,,,,,,
Test Cases/Wakaf Asset Online/TC-WAO-007,Edge Chromium 117,Ketika User memasukkan 2 digit terakhir nomor telepon yang berbeda,,2023-10-02 13:24:25,2023-10-02 13:24:44,18.822s,PASSED
"openBrowser(""https://10.9.2.63/ecommerce/"")",Edge Chromium 117,,,2023-10-02 13:24:26,2023-10-02 13:24:33,7.089s,PASSED
maximizeWindow(),Edge Chromium 117,,,2023-10-02 13:24:33,2023-10-02 13:24:33,0.143s,PASSED
"verifyElementPresent(findTestObject(""Login/Button Login""), 0)",Edge Chromium 117,,,2023-10-02 13:24:33,2023-10-02 13:24:34,0.717s,PASSED
"click(findTestObject(""Wakaf Asset Online/Donasi""))",Edge Chromium 117,,,2023-10-02 13:24:34,2023-10-02 13:24:34,0.408s,PASSED
"click(findTestObject(""Wakaf Asset Online/Wakaf Asset Donasi""))",Edge Chromium 117,,,2023-10-02 13:24:34,2023-10-02 13:24:35,1.051s,PASSED
"verifyElementPresent(findTestObject(""Wakaf Asset Online/verify Wakaf Asset Online""), 0)",Edge Chromium 117,,,2023-10-02 13:24:35,2023-10-02 13:24:36,0.858s,PASSED
"selectOptionByValue(findTestObject(""Wakaf Asset Online/Pilih Type Wakaf""), ""Bangunan"", false)",Edge Chromium 117,,,2023-10-02 13:24:36,2023-10-02 13:24:37,0.657s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Perkiraan Nilai Asset""), ""100000000"")",Edge Chromium 117,,,2023-10-02 13:24:37,2023-10-02 13:24:38,1.004s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Alamat Asset""), ""jalan Taruma Jawa Timur"")",Edge Chromium 117,,,2023-10-02 13:24:38,2023-10-02 13:24:38,0.714s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Keterangan Asset""), ""Masjid"")",Edge Chromium 117,,,2023-10-02 13:24:38,2023-10-02 13:24:39,0.666s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Nama Lengkap""), ""joko susanto"")",Edge Chromium 117,,,2023-10-02 13:24:39,2023-10-02 13:24:40,0.698s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input No Handphone""), ""085123456789"")",Edge Chromium 117,,,2023-10-02 13:24:40,2023-10-02 13:24:41,1.222s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Email""), ""joko@gmail.com"")",Edge Chromium 117,,,2023-10-02 13:24:41,2023-10-02 13:24:42,0.662s,PASSED
"uploadFile(findTestObject(""Wakaf Asset Online/Input File Upload""), ""E:\minions.png"")",Edge Chromium 117,,,2023-10-02 13:24:42,2023-10-02 13:24:42,0.344s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input 2 Digit Terakhir""), ""88"")",Edge Chromium 117,,,2023-10-02 13:24:42,2023-10-02 13:24:43,0.660s,PASSED
"click(findTestObject(""Wakaf Asset Online/button Wakaf Sekarang""))",Edge Chromium 117,,,2023-10-02 13:24:43,2023-10-02 13:24:44,1.054s,PASSED
"verifyElementPresent(findTestObject(""Wakaf Asset Online/Verify_GAGAL Diproses, 2 Digit Terakhir No Handphone""), 0)",Edge Chromium 117,,,2023-10-02 13:24:44,2023-10-02 13:24:44,0.656s,PASSED
,,,,,,,
Test Cases/Wakaf Asset Online/TC-WAO-008,Edge Chromium 117,Ketika User memilih type wakaf lainnya tidak menyertakan deskripsi akan error,,2023-10-02 13:24:44,2023-10-02 13:25:02,17.861s,FAILED
"openBrowser(""https://10.9.2.63/ecommerce/"")",Edge Chromium 117,,,2023-10-02 13:24:45,2023-10-02 13:24:51,6.321s,PASSED
maximizeWindow(),Edge Chromium 117,,,2023-10-02 13:24:51,2023-10-02 13:24:51,0.141s,PASSED
"verifyElementPresent(findTestObject(""Login/Button Login""), 0)",Edge Chromium 117,,,2023-10-02 13:24:51,2023-10-02 13:24:52,0.719s,PASSED
"click(findTestObject(""Wakaf Asset Online/Donasi""))",Edge Chromium 117,,,2023-10-02 13:24:52,2023-10-02 13:24:52,0.411s,PASSED
"click(findTestObject(""Wakaf Asset Online/Wakaf Asset Donasi""))",Edge Chromium 117,,,2023-10-02 13:24:52,2023-10-02 13:24:53,0.860s,PASSED
"verifyElementPresent(findTestObject(""Wakaf Asset Online/verify Wakaf Asset Online""), 0)",Edge Chromium 117,,,2023-10-02 13:24:53,2023-10-02 13:24:54,0.772s,PASSED
"selectOptionByValue(findTestObject(""Wakaf Asset Online/Pilih Type Wakaf""), ""Lainnya"", false)",Edge Chromium 117,,,2023-10-02 13:24:54,2023-10-02 13:24:54,0.685s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Perkiraan Nilai Asset""), ""100000000"")",Edge Chromium 117,,,2023-10-02 13:24:54,2023-10-02 13:24:55,0.892s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Alamat Asset""), ""jalan Taruma Jawa Timur"")",Edge Chromium 117,,,2023-10-02 13:24:55,2023-10-02 13:24:56,0.676s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Keterangan Asset""), """")",Edge Chromium 117,,,2023-10-02 13:24:56,2023-10-02 13:24:57,0.659s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Nama Lengkap""), ""joko susanto"")",Edge Chromium 117,,,2023-10-02 13:24:57,2023-10-02 13:24:57,0.694s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input No Handphone""), ""085123456789"")",Edge Chromium 117,,,2023-10-02 13:24:57,2023-10-02 13:24:59,1.138s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input Email""), ""joko@gmail.com"")",Edge Chromium 117,,,2023-10-02 13:24:59,2023-10-02 13:24:59,0.658s,PASSED
"uploadFile(findTestObject(""Wakaf Asset Online/Input File Upload""), ""E:\minions.png"")",Edge Chromium 117,,,2023-10-02 13:24:59,2023-10-02 13:25:00,0.375s,PASSED
"setText(findTestObject(""Wakaf Asset Online/Input 2 Digit Terakhir""), ""89"")",Edge Chromium 117,,,2023-10-02 13:25:00,2023-10-02 13:25:00,0.658s,PASSED
"click(findTestObject(""Wakaf Asset Online/button Wakaf Sekarang""))",Edge Chromium 117,,,2023-10-02 13:25:00,2023-10-02 13:25:01,1.096s,PASSED
"verifyElementText(findTestObject(""Wakaf Asset Online/Verify Wakaf Asset Diproses""), ""deskripsi wajip diisi"")",Edge Chromium 117,,,2023-10-02 13:25:01,2023-10-02 13:25:02,0.878s,FAILED
,,,,,,,
Test Cases/Wakaf Asset Online/TC-WAO-009,Edge Chromium 117,Ketika User meng-Upload file lebih dari 10 mb,,2023-10-02 13:25:02,2023-10-02 13:25:30,27.982s,FAILED
"openBrowser(""https://10.9.2.63/ecommerce/"")",Edge Chromium 117,,,2023-10-02 13:25:02,2023-10-02 13:25:08,5.660s,PASSED
maximizeWindow(),Edge Chromium 117,,,2023-10-02 13:25:08,2023-10-02 13:25:08,0.139s,PASSED
"verifyElementPresent(findTestObject(""Login/Button Login""), 0)",Edge Chromium 117,,,2023-10-02 13:25:08,2023-10-02 13:25:09,0.697s,PASSED
"click(findTestObject(""Wakaf Asset Online/Donasi""))",Edge Chromium 117,,,2023-10-02 13:25:09,2023-10-02 13:25:09,0.379s,PASSED
"click(findTestObject(""Wakaf Asset Online/Wakaf Asset Donasi""))",Edge Chromium 117,,,2023-10-02 13:25:09,2023-10-02 13:25:10,0.852s,PASSED
